,time,Moment_Rate
2082,20.82,1.6649e+17
2083,20.83,1.6538e+17
2084,20.84,1.6428e+17
2085,20.85,1.6318e+17
2086,20.86,1.6208e+17
2087,20.87,1.6099e+17
2088,20.88,1.5991e+17
2089,20.89,1.5883e+17
2090,20.9,1.5776e+17
2091,20.91,1.5669e+17
2092,20.92,1.5562e+17
2093,20.93,1.5456e+17
2094,20.94,1.5351e+17
2095,20.95,1.5246e+17
2096,20.96,1.5142e+17
2097,20.97,1.5038e+17
2098,20.98,1.4935e+17
2099,20.99,1.4832e+17
2100,21.0,1.4729e+17
2101,21.01,1.4627e+17
2102,21.02,1.4526e+17
2103,21.03,1.4424e+17
2104,21.04,1.4324e+17
2105,21.05,1.4224e+17
2106,21.06,1.4124e+17
2107,21.07,1.4024e+17
2108,21.08,1.3925e+17
2109,21.09,1.3827e+17
2110,21.1,1.3729e+17
2111,21.11,1.3631e+17
2112,21.12,1.3534e+17
2113,21.13,1.3437e+17
2114,21.14,1.334e+17
2115,21.15,1.3244e+17
2116,21.16,1.3148e+17
2117,21.17,1.3053e+17
2118,21.18,1.2958e+17
2119,21.19,1.2863e+17
2120,21.2,1.2769e+17
2121,21.21,1.2675e+17
2122,21.22,1.2582e+17
2123,21.23,1.2489e+17
2124,21.24,1.2397e+17
2125,21.25,1.2305e+17
2126,21.26,1.2214e+17
2127,21.27,1.2123e+17
2128,21.28,1.2032e+17
2129,21.29,1.1942e+17
2130,21.3,1.1853e+17
2131,21.31,1.1764e+17
2132,21.32,1.1676e+17
2133,21.33,1.1588e+17
2134,21.34,1.1501e+17
2135,21.35,1.1414e+17
2136,21.36,1.1328e+17
2137,21.37,1.1243e+17
2138,21.38,1.1158e+17
2139,21.39,1.1073e+17
2140,21.4,1.099e+17
2141,21.41,1.0906e+17
2142,21.42,1.0824e+17
2143,21.43,1.0742e+17
2144,21.44,1.066e+17
2145,21.45,1.0579e+17
2146,21.46,1.0499e+17
2147,21.47,1.042e+17
2148,21.48,1.0341e+17
2149,21.49,1.0262e+17
2150,21.5,1.0184e+17
2151,21.51,1.0107e+17
2152,21.52,1.0031e+17
2153,21.53,9.9548e+16
2154,21.54,9.8795e+16
2155,21.55,9.8048e+16
2156,21.56,9.7306e+16
2157,21.57,9.6571e+16
2158,21.58,9.5842e+16
2159,21.59,9.512e+16
2160,21.6,9.4403e+16
2161,21.61,9.3693e+16
2162,21.62,9.2988e+16
2163,21.63,9.229e+16
2164,21.64,9.1598e+16
2165,21.65,9.0912e+16
2166,21.66,9.0232e+16
2167,21.67,8.9558e+16
2168,21.68,8.8891e+16
2169,21.69,8.8229e+16
2170,21.7,8.7573e+16
2171,21.71,8.6924e+16
2172,21.72,8.628e+16
2173,21.73,8.5643e+16
2174,21.74,8.5011e+16
2175,21.75,8.4385e+16
2176,21.76,8.3766e+16
2177,21.77,8.3152e+16
2178,21.78,8.2543e+16
2179,21.79,8.1941e+16
2180,21.8,8.1344e+16
2181,21.81,8.0753e+16
2182,21.82,8.0168e+16
2183,21.83,7.9588e+16
2184,21.84,7.9013e+16
2185,21.85,7.8444e+16
2186,21.86,7.7881e+16
2187,21.87,7.7323e+16
2188,21.88,7.677e+16
2189,21.89,7.6222e+16
2190,21.9,7.568e+16
2191,21.91,7.5142e+16
2192,21.92,7.461e+16
2193,21.93,7.4082e+16
2194,21.94,7.356e+16
2195,21.95,7.3042e+16
2196,21.96,7.2529e+16
2197,21.97,7.202e+16
2198,21.98,7.1516e+16
2199,21.99,7.1017e+16
2200,22.0,7.0522e+16
2201,22.01,7.0032e+16
2202,22.02,6.9547e+16
2203,22.03,6.9066e+16
2204,22.04,6.859e+16
2205,22.05,6.8118e+16
2206,22.06,6.7651e+16
2207,22.07,6.7189e+16
2208,22.08,6.6731e+16
2209,22.09,6.6278e+16
2210,22.1,6.583e+16
2211,22.11,6.5386e+16
2212,22.12,6.4947e+16
2213,22.13,6.4512e+16
2214,22.14,6.4083e+16
2215,22.15,6.3657e+16
2216,22.16,6.3237e+16
2217,22.17,6.2821e+16
2218,22.18,6.241e+16
2219,22.19,6.2003e+16
2220,22.2,6.1601e+16
2221,22.21,6.1203e+16
2222,22.22,6.081e+16
2223,22.23,6.0422e+16
2224,22.24,6.0038e+16
2225,22.25,5.9658e+16
2226,22.26,5.9283e+16
2227,22.27,5.8913e+16
2228,22.28,5.8547e+16
2229,22.29,5.8185e+16
2230,22.3,5.7828e+16
2231,22.31,5.7476e+16
2232,22.32,5.7127e+16
2233,22.33,5.6783e+16
2234,22.34,5.6443e+16
2235,22.35,5.6108e+16
2236,22.36,5.5777e+16
2237,22.37,5.545e+16
2238,22.38,5.5127e+16
2239,22.39,5.4808e+16
2240,22.4,5.4494e+16
2241,22.41,5.4184e+16
2242,22.42,5.3877e+16
2243,22.43,5.3575e+16
2244,22.44,5.3276e+16
2245,22.45,5.2982e+16
2246,22.46,5.2691e+16
2247,22.47,5.2404e+16
2248,22.48,5.2121e+16
2249,22.49,5.1841e+16
2250,22.5,5.1565e+16
2251,22.51,5.1293e+16
2252,22.52,5.1024e+16
2253,22.53,5.0759e+16
2254,22.54,5.0497e+16
2255,22.55,5.0238e+16
2256,22.56,4.9982e+16
2257,22.57,4.973e+16
2258,22.58,4.9481e+16
2259,22.59,4.9234e+16
2260,22.6,4.8991e+16
2261,22.61,4.875e+16
2262,22.62,4.8513e+16
2263,22.63,4.8277e+16
2264,22.64,4.8045e+16
2265,22.65,4.7815e+16
2266,22.66,4.7587e+16
2267,22.67,4.7361e+16
2268,22.68,4.7138e+16
2269,22.69,4.6917e+16
2270,22.7,4.6698e+16
2271,22.71,4.6481e+16
2272,22.72,4.6266e+16
2273,22.73,4.6053e+16
2274,22.74,4.5841e+16
2275,22.75,4.5631e+16
2276,22.76,4.5423e+16
2277,22.77,4.5216e+16
2278,22.78,4.5011e+16
2279,22.79,4.4807e+16
2280,22.8,4.4604e+16
2281,22.81,4.4403e+16
2282,22.82,4.4202e+16
2283,22.83,4.4003e+16
2284,22.84,4.3806e+16
2285,22.85,4.3609e+16
2286,22.86,4.3414e+16
2287,22.87,4.3219e+16
2288,22.88,4.3026e+16
2289,22.89,4.2834e+16
2290,22.9,4.2643e+16
2291,22.91,4.2453e+16
2292,22.92,4.2265e+16
2293,22.93,4.2077e+16
2294,22.94,4.189e+16
2295,22.95,4.1705e+16
2296,22.96,4.1521e+16
2297,22.97,4.1338e+16
2298,22.98,4.1157e+16
2299,22.99,4.0976e+16
2300,23.0,4.0797e+16
2301,23.01,4.0619e+16
2302,23.02,4.0443e+16
2303,23.03,4.0268e+16
2304,23.04,4.0094e+16
2305,23.05,3.9922e+16
2306,23.06,3.9751e+16
2307,23.07,3.9582e+16
2308,23.08,3.9414e+16
2309,23.09,3.9248e+16
2310,23.1,3.9083e+16
2311,23.11,3.8919e+16
2312,23.12,3.8758e+16
2313,23.13,3.8597e+16
2314,23.14,3.8439e+16
2315,23.15,3.8282e+16
2316,23.16,3.8126e+16
2317,23.17,3.7973e+16
2318,23.18,3.782e+16
2319,23.19,3.767e+16
2320,23.2,3.7521e+16
2321,23.21,3.7374e+16
2322,23.22,3.7228e+16
2323,23.23,3.7084e+16
2324,23.24,3.6942e+16
2325,23.25,3.6802e+16
2326,23.26,3.6663e+16
2327,23.27,3.6526e+16
2328,23.28,3.6391e+16
2329,23.29,3.6258e+16
2330,23.3,3.6126e+16
2331,23.31,3.5996e+16
2332,23.32,3.5868e+16
2333,23.33,3.5742e+16
2334,23.34,3.5617e+16
2335,23.35,3.5494e+16
2336,23.36,3.5373e+16
2337,23.37,3.5254e+16
2338,23.38,3.5137e+16
2339,23.39,3.5022e+16
2340,23.4,3.4908e+16
2341,23.41,3.4796e+16
2342,23.42,3.4687e+16
2343,23.43,3.4579e+16
2344,23.44,3.4474e+16
2345,23.45,3.437e+16
2346,23.46,3.4268e+16
2347,23.47,3.4169e+16
2348,23.48,3.4071e+16
2349,23.49,3.3976e+16
2350,23.5,3.3883e+16
2351,23.51,3.3792e+16
2352,23.52,3.3703e+16
2353,23.53,3.3616e+16
2354,23.54,3.3531e+16
2355,23.55,3.3448e+16
2356,23.56,3.3368e+16
2357,23.57,3.329e+16
2358,23.58,3.3214e+16
2359,23.59,3.314e+16
2360,23.6,3.3069e+16
2361,23.61,3.2999e+16
2362,23.62,3.2932e+16
2363,23.63,3.2868e+16
2364,23.64,3.2805e+16
2365,23.65,3.2745e+16
2366,23.66,3.2687e+16
2367,23.67,3.2631e+16
2368,23.68,3.2577e+16
2369,23.69,3.2526e+16
2370,23.7,3.2477e+16
2371,23.71,3.2431e+16
2372,23.72,3.2386e+16
2373,23.73,3.2344e+16
2374,23.74,3.2304e+16
2375,23.75,3.2266e+16
2376,23.76,3.2231e+16
2377,23.77,3.2198e+16
2378,23.78,3.2167e+16
2379,23.79,3.2138e+16
2380,23.8,3.2111e+16
2381,23.81,3.2087e+16
2382,23.82,3.2065e+16
2383,23.83,3.2045e+16
2384,23.84,3.2027e+16
2385,23.85,3.2012e+16
2386,23.86,3.1998e+16
2387,23.87,3.1987e+16
2388,23.88,3.1978e+16
2389,23.89,3.1971e+16
2390,23.9,3.1966e+16
2391,23.91,3.1963e+16
2392,23.92,3.1962e+16
2393,23.93,3.1963e+16
2394,23.94,3.1967e+16
2395,23.95,3.1972e+16
2396,23.96,3.1979e+16
2397,23.97,3.1988e+16
2398,23.98,3.2e+16
2399,23.99,3.2013e+16
2400,24.0,3.2028e+16
2401,24.01,3.2045e+16
2402,24.02,3.2063e+16
2403,24.03,3.2084e+16
2404,24.04,3.2106e+16
2405,24.05,3.2131e+16
2406,24.06,3.2157e+16
2407,24.07,3.2184e+16
2408,24.08,3.2214e+16
2409,24.09,3.2245e+16
2410,24.1,3.2278e+16
2411,24.11,3.2312e+16
2412,24.12,3.2348e+16
2413,24.13,3.2386e+16
2414,24.14,3.2426e+16
2415,24.15,3.2466e+16
2416,24.16,3.2509e+16
2417,24.17,3.2553e+16
2418,24.18,3.2599e+16
2419,24.19,3.2646e+16
2420,24.2,3.2694e+16
2421,24.21,3.2744e+16
2422,24.22,3.2795e+16
2423,24.23,3.2848e+16
2424,24.24,3.2903e+16
2425,24.25,3.2958e+16
2426,24.26,3.3015e+16
2427,24.27,3.3073e+16
2428,24.28,3.3133e+16
2429,24.29,3.3193e+16
2430,24.3,3.3255e+16
2431,24.31,3.3319e+16
2432,24.32,3.3383e+16
2433,24.33,3.3449e+16
2434,24.34,3.3516e+16
2435,24.35,3.3584e+16
2436,24.36,3.3653e+16
2437,24.37,3.3723e+16
2438,24.38,3.3794e+16
2439,24.39,3.3866e+16
2440,24.4,3.3939e+16
2441,24.41,3.4013e+16
2442,24.42,3.4088e+16
2443,24.43,3.4164e+16
2444,24.44,3.4241e+16
2445,24.45,3.4319e+16
2446,24.46,3.4397e+16
2447,24.47,3.4477e+16
2448,24.48,3.4557e+16
2449,24.49,3.4638e+16
2450,24.5,3.472e+16
2451,24.51,3.4802e+16
2452,24.52,3.4885e+16
2453,24.53,3.4969e+16
2454,24.54,3.5054e+16
2455,24.55,3.5139e+16
2456,24.56,3.5225e+16
2457,24.57,3.5311e+16
2458,24.58,3.5398e+16
2459,24.59,3.5486e+16
2460,24.6,3.5574e+16
2461,24.61,3.5662e+16
2462,24.62,3.5751e+16
2463,24.63,3.5841e+16
2464,24.64,3.5931e+16
2465,24.65,3.6022e+16
2466,24.66,3.6112e+16
2467,24.67,3.6204e+16
2468,24.68,3.6296e+16
2469,24.69,3.6388e+16
2470,24.7,3.648e+16
2471,24.71,3.6573e+16
2472,24.72,3.6666e+16
2473,24.73,3.676e+16
2474,24.74,3.6854e+16
2475,24.75,3.6948e+16
2476,24.76,3.7042e+16
2477,24.77,3.7137e+16
2478,24.78,3.7232e+16
2479,24.79,3.7327e+16
2480,24.8,3.7423e+16
2481,24.81,3.7518e+16
2482,24.82,3.7614e+16
2483,24.83,3.771e+16
2484,24.84,3.7807e+16
2485,24.85,3.7903e+16
2486,24.86,3.8e+16
2487,24.87,3.8096e+16
2488,24.88,3.8193e+16
2489,24.89,3.8291e+16
2490,24.9,3.8388e+16
2491,24.91,3.8485e+16
2492,24.92,3.8583e+16
2493,24.93,3.868e+16
2494,24.94,3.8778e+16
2495,24.95,3.8876e+16
2496,24.96,3.8974e+16
2497,24.97,3.9072e+16
2498,24.98,3.917e+16
2499,24.99,3.9268e+16
2500,25.0,3.9367e+16
2501,25.01,3.9465e+16
2502,25.02,3.9564e+16
2503,25.03,3.9662e+16
2504,25.04,3.9761e+16
2505,25.05,3.986e+16
2506,25.06,3.9959e+16
2507,25.07,4.0058e+16
2508,25.08,4.0157e+16
2509,25.09,4.0256e+16
2510,25.1,4.0355e+16
2511,25.11,4.0455e+16
2512,25.12,4.0554e+16
2513,25.13,4.0654e+16
2514,25.14,4.0754e+16
2515,25.15,4.0855e+16
2516,25.16,4.0956e+16
2517,25.17,4.1057e+16
2518,25.18,4.1159e+16
2519,25.19,4.1261e+16
2520,25.2,4.1363e+16
2521,25.21,4.1467e+16
2522,25.22,4.1571e+16
2523,25.23,4.1675e+16
2524,25.24,4.1781e+16
2525,25.25,4.1887e+16
2526,25.26,4.1995e+16
2527,25.27,4.2103e+16
2528,25.28,4.2212e+16
2529,25.29,4.2323e+16
2530,25.3,4.2434e+16
2531,25.31,4.2547e+16
2532,25.32,4.2661e+16
2533,25.33,4.2777e+16
2534,25.34,4.2894e+16
2535,25.35,4.3012e+16
2536,25.36,4.3133e+16
2537,25.37,4.3254e+16
2538,25.38,4.3378e+16
2539,25.39,4.3503e+16
2540,25.4,4.363e+16
2541,25.41,4.3759e+16
2542,25.42,4.3889e+16
2543,25.43,4.4022e+16
2544,25.44,4.4157e+16
2545,25.45,4.4295e+16
2546,25.46,4.4434e+16
2547,25.47,4.4576e+16
2548,25.48,4.472e+16
2549,25.49,4.4866e+16
2550,25.5,4.5015e+16
2551,25.51,4.5167e+16
2552,25.52,4.5321e+16
2553,25.53,4.5478e+16
2554,25.54,4.5638e+16
2555,25.55,4.5801e+16
2556,25.56,4.5966e+16
2557,25.57,4.6135e+16
2558,25.58,4.6306e+16
2559,25.59,4.6481e+16
2560,25.6,4.6658e+16
2561,25.61,4.6839e+16
2562,25.62,4.7023e+16
2563,25.63,4.721e+16
2564,25.64,4.7401e+16
2565,25.65,4.7595e+16
2566,25.66,4.7792e+16
2567,25.67,4.7993e+16
2568,25.68,4.8197e+16
2569,25.69,4.8405e+16
2570,25.7,4.8617e+16
2571,25.71,4.8832e+16
2572,25.72,4.9051e+16
2573,25.73,4.9274e+16
2574,25.74,4.9501e+16
2575,25.75,4.9731e+16
2576,25.76,4.9966e+16
2577,25.77,5.0204e+16
2578,25.78,5.0447e+16
2579,25.79,5.0694e+16
2580,25.8,5.0945e+16
2581,25.81,5.12e+16
2582,25.82,5.146e+16
2583,25.83,5.1724e+16
2584,25.84,5.1993e+16
2585,25.85,5.2267e+16
2586,25.86,5.2545e+16
2587,25.87,5.2828e+16
2588,25.88,5.3115e+16
2589,25.89,5.3407e+16
2590,25.9,5.3705e+16
2591,25.91,5.4007e+16
2592,25.92,5.4313e+16
2593,25.93,5.4625e+16
2594,25.94,5.4942e+16
2595,25.95,5.5264e+16
2596,25.96,5.5591e+16
2597,25.97,5.5923e+16
2598,25.98,5.626e+16
2599,25.99,5.6603e+16
2600,26.0,5.695e+16
2601,26.01,5.7303e+16
2602,26.02,5.7661e+16
2603,26.03,5.8024e+16
2604,26.04,5.8393e+16
2605,26.05,5.8767e+16
2606,26.06,5.9146e+16
2607,26.07,5.9531e+16
2608,26.08,5.9921e+16
2609,26.09,6.0316e+16
2610,26.1,6.0717e+16
2611,26.11,6.1124e+16
2612,26.12,6.1535e+16
2613,26.13,6.1953e+16
2614,26.14,6.2376e+16
2615,26.15,6.2804e+16
2616,26.16,6.3238e+16
2617,26.17,6.3677e+16
2618,26.18,6.4122e+16
2619,26.19,6.4573e+16
2620,26.2,6.503e+16
2621,26.21,6.5492e+16
2622,26.22,6.596e+16
2623,26.23,6.6434e+16
2624,26.24,6.6913e+16
2625,26.25,6.7399e+16
2626,26.26,6.789e+16
2627,26.27,6.8388e+16
2628,26.28,6.8891e+16
2629,26.29,6.9401e+16
2630,26.3,6.9917e+16
2631,26.31,7.0439e+16
2632,26.32,7.0967e+16
2633,26.33,7.1502e+16
2634,26.34,7.2043e+16
2635,26.35,7.2591e+16
2636,26.36,7.3145e+16
2637,26.37,7.3707e+16
2638,26.38,7.4274e+16
2639,26.39,7.4849e+16
2640,26.4,7.543e+16
2641,26.41,7.6019e+16
2642,26.42,7.6615e+16
2643,26.43,7.7217e+16
2644,26.44,7.7827e+16
2645,26.45,7.8444e+16
2646,26.46,7.9068e+16
2647,26.47,7.97e+16
2648,26.48,8.034e+16
2649,26.49,8.0986e+16
2650,26.5,8.1641e+16
2651,26.51,8.2303e+16
2652,26.52,8.2973e+16
2653,26.53,8.365e+16
2654,26.54,8.4336e+16
2655,26.55,8.5029e+16
2656,26.56,8.573e+16
2657,26.57,8.6439e+16
2658,26.58,8.7156e+16
2659,26.59,8.7881e+16
2660,26.6,8.8615e+16
2661,26.61,8.9356e+16
2662,26.62,9.0105e+16
2663,26.63,9.0862e+16
2664,26.64,9.1628e+16
2665,26.65,9.2402e+16
2666,26.66,9.3184e+16
2667,26.67,9.3974e+16
2668,26.68,9.4773e+16
2669,26.69,9.5579e+16
2670,26.7,9.6394e+16
2671,26.71,9.7218e+16
2672,26.72,9.805e+16
2673,26.73,9.889e+16
2674,26.74,9.9738e+16
2675,26.75,1.006e+17
2676,26.76,1.0146e+17
2677,26.77,1.0234e+17
2678,26.78,1.0322e+17
2679,26.79,1.0411e+17
2680,26.8,1.0501e+17
2681,26.81,1.0592e+17
2682,26.82,1.0683e+17
2683,26.83,1.0776e+17
2684,26.84,1.0869e+17
2685,26.85,1.0964e+17
2686,26.86,1.1059e+17
2687,26.87,1.1155e+17
2688,26.88,1.1251e+17
2689,26.89,1.1349e+17
2690,26.9,1.1448e+17
2691,26.91,1.1547e+17
2692,26.92,1.1648e+17
2693,26.93,1.1749e+17
2694,26.94,1.1851e+17
2695,26.95,1.1954e+17
2696,26.96,1.2057e+17
2697,26.97,1.2162e+17
2698,26.98,1.2267e+17
2699,26.99,1.2374e+17
2700,27.0,1.2481e+17
2701,27.01,1.2589e+17
2702,27.02,1.2698e+17
2703,27.03,1.2808e+17
2704,27.04,1.2918e+17
2705,27.05,1.303e+17
2706,27.06,1.3142e+17
2707,27.07,1.3255e+17
2708,27.08,1.337e+17
2709,27.09,1.3484e+17
2710,27.1,1.36e+17
2711,27.11,1.3717e+17
2712,27.12,1.3834e+17
2713,27.13,1.3952e+17
2714,27.14,1.4072e+17
2715,27.15,1.4192e+17
2716,27.16,1.4312e+17
2717,27.17,1.4434e+17
2718,27.18,1.4556e+17
2719,27.19,1.468e+17
2720,27.2,1.4804e+17
2721,27.21,1.4929e+17
2722,27.22,1.5054e+17
2723,27.23,1.5181e+17
2724,27.24,1.5308e+17
2725,27.25,1.5436e+17
2726,27.26,1.5565e+17
2727,27.27,1.5695e+17
2728,27.28,1.5825e+17
2729,27.29,1.5956e+17
2730,27.3,1.6089e+17
2731,27.31,1.6221e+17
2732,27.32,1.6355e+17
2733,27.33,1.649e+17
2734,27.34,1.6625e+17
2735,27.35,1.6762e+17
2736,27.36,1.6899e+17
2737,27.37,1.7037e+17
2738,27.38,1.7176e+17
2739,27.39,1.7316e+17
2740,27.4,1.7457e+17
2741,27.41,1.7599e+17
2742,27.42,1.7742e+17
2743,27.43,1.7886e+17
2744,27.44,1.8031e+17
2745,27.45,1.8177e+17
2746,27.46,1.8324e+17
2747,27.47,1.8472e+17
2748,27.48,1.8622e+17
2749,27.49,1.8772e+17
2750,27.5,1.8923e+17
2751,27.51,1.9076e+17
2752,27.52,1.9229e+17
2753,27.53,1.9384e+17
2754,27.54,1.954e+17
2755,27.55,1.9697e+17
2756,27.56,1.9855e+17
2757,27.57,2.0014e+17
2758,27.58,2.0175e+17
2759,27.59,2.0336e+17
2760,27.6,2.0499e+17
2761,27.61,2.0663e+17
2762,27.62,2.0828e+17
2763,27.63,2.0995e+17
2764,27.64,2.1162e+17
2765,27.65,2.1331e+17
2766,27.66,2.1502e+17
2767,27.67,2.1673e+17
2768,27.68,2.1846e+17
2769,27.69,2.202e+17
2770,27.7,2.2195e+17
2771,27.71,2.2371e+17
2772,27.72,2.2549e+17
2773,27.73,2.2729e+17
2774,27.74,2.291e+17
2775,27.75,2.3092e+17
2776,27.76,2.3276e+17
2777,27.77,2.3461e+17
2778,27.78,2.3648e+17
2779,27.79,2.3837e+17
2780,27.8,2.4028e+17
2781,27.81,2.422e+17
2782,27.82,2.4413e+17
2783,27.83,2.4609e+17
2784,27.84,2.4806e+17
2785,27.85,2.5005e+17
2786,27.86,2.5206e+17
2787,27.87,2.5409e+17
2788,27.88,2.5614e+17
2789,27.89,2.5821e+17
2790,27.9,2.6029e+17
2791,27.91,2.624e+17
2792,27.92,2.6452e+17
2793,27.93,2.6667e+17
2794,27.94,2.6884e+17
2795,27.95,2.7102e+17
2796,27.96,2.7323e+17
2797,27.97,2.7546e+17
2798,27.98,2.7771e+17
2799,27.99,2.7999e+17
2800,28.0,2.8228e+17
2801,28.01,2.846e+17
2802,28.02,2.8693e+17
2803,28.03,2.8929e+17
2804,28.04,2.9168e+17
2805,28.05,2.9408e+17
2806,28.06,2.9651e+17
2807,28.07,2.9897e+17
2808,28.08,3.0144e+17
2809,28.09,3.0395e+17
2810,28.1,3.0648e+17
2811,28.11,3.0903e+17
2812,28.12,3.1161e+17
2813,28.13,3.1422e+17
2814,28.14,3.1685e+17
2815,28.15,3.1952e+17
2816,28.16,3.2221e+17
2817,28.17,3.2493e+17
2818,28.18,3.2768e+17
2819,28.19,3.3045e+17
2820,28.2,3.3326e+17
2821,28.21,3.361e+17
2822,28.22,3.3896e+17
2823,28.23,3.4186e+17
2824,28.24,3.4479e+17
2825,28.25,3.4775e+17
2826,28.26,3.5074e+17
2827,28.27,3.5376e+17
2828,28.28,3.5682e+17
2829,28.29,3.599e+17
2830,28.3,3.6303e+17
2831,28.31,3.6618e+17
2832,28.32,3.6938e+17
2833,28.33,3.726e+17
2834,28.34,3.7586e+17
2835,28.35,3.7916e+17
2836,28.36,3.825e+17
2837,28.37,3.8587e+17
2838,28.38,3.8927e+17
2839,28.39,3.9272e+17
2840,28.4,3.962e+17
2841,28.41,3.9972e+17
2842,28.42,4.0328e+17
2843,28.43,4.0687e+17
2844,28.44,4.1051e+17
2845,28.45,4.1418e+17
2846,28.46,4.1789e+17
2847,28.47,4.2164e+17
2848,28.48,4.2543e+17
2849,28.49,4.2926e+17
2850,28.5,4.3313e+17
2851,28.51,4.3704e+17
2852,28.52,4.4099e+17
2853,28.53,4.4498e+17
2854,28.54,4.4901e+17
2855,28.55,4.5307e+17
2856,28.56,4.5718e+17
2857,28.57,4.6133e+17
2858,28.58,4.6552e+17
2859,28.59,4.6975e+17
2860,28.6,4.7402e+17
2861,28.61,4.7833e+17
2862,28.62,4.8267e+17
2863,28.63,4.8706e+17
2864,28.64,4.9149e+17
2865,28.65,4.9596e+17
2866,28.66,5.0046e+17
2867,28.67,5.0501e+17
2868,28.68,5.0959e+17
2869,28.69,5.1421e+17
2870,28.7,5.1888e+17
2871,28.71,5.2358e+17
2872,28.72,5.2832e+17
2873,28.73,5.3309e+17
2874,28.74,5.3791e+17
2875,28.75,5.4276e+17
2876,28.76,5.4766e+17
2877,28.77,5.5258e+17
2878,28.78,5.5755e+17
2879,28.79,5.6255e+17
2880,28.8,5.6759e+17
2881,28.81,5.7266e+17
2882,28.82,5.7777e+17
2883,28.83,5.8291e+17
2884,28.84,5.8808e+17
2885,28.85,5.9329e+17
2886,28.86,5.9854e+17
2887,28.87,6.0381e+17
2888,28.88,6.0912e+17
2889,28.89,6.1446e+17
2890,28.9,6.1983e+17
2891,28.91,6.2523e+17
2892,28.92,6.3067e+17
2893,28.93,6.3613e+17
2894,28.94,6.4162e+17
2895,28.95,6.4714e+17
2896,28.96,6.5269e+17
2897,28.97,6.5826e+17
2898,28.98,6.6386e+17
2899,28.99,6.6949e+17
2900,29.0,6.7515e+17
2901,29.01,6.8082e+17
2902,29.02,6.8653e+17
2903,29.03,6.9225e+17
2904,29.04,6.98e+17
2905,29.05,7.0377e+17
2906,29.06,7.0957e+17
2907,29.07,7.1538e+17
2908,29.08,7.2121e+17
2909,29.09,7.2706e+17
2910,29.1,7.3293e+17
2911,29.11,7.3882e+17
2912,29.12,7.4473e+17
2913,29.13,7.5065e+17
2914,29.14,7.5659e+17
2915,29.15,7.6254e+17
2916,29.16,7.685e+17
2917,29.17,7.7448e+17
2918,29.18,7.8047e+17
2919,29.19,7.8646e+17
2920,29.2,7.9247e+17
2921,29.21,7.9849e+17
2922,29.22,8.0451e+17
2923,29.23,8.1053e+17
2924,29.24,8.1656e+17
2925,29.25,8.2259e+17
2926,29.26,8.2863e+17
2927,29.27,8.3466e+17
2928,29.28,8.4069e+17
2929,29.29,8.4672e+17
2930,29.3,8.5275e+17
2931,29.31,8.5877e+17
2932,29.32,8.6479e+17
2933,29.33,8.7079e+17
2934,29.34,8.7679e+17
2935,29.35,8.8278e+17
2936,29.36,8.8875e+17
2937,29.37,8.9472e+17
2938,29.38,9.0066e+17
2939,29.39,9.0659e+17
2940,29.4,9.1251e+17
2941,29.41,9.184e+17
2942,29.42,9.2428e+17
2943,29.43,9.3013e+17
2944,29.44,9.3596e+17
2945,29.45,9.4177e+17
2946,29.46,9.4755e+17
2947,29.47,9.5331e+17
2948,29.48,9.5903e+17
2949,29.49,9.6473e+17
2950,29.5,9.704e+17
2951,29.51,9.7603e+17
2952,29.52,9.8163e+17
2953,29.53,9.872e+17
2954,29.54,9.9273e+17
2955,29.55,9.9822e+17
2956,29.56,1.0037e+18
2957,29.57,1.0091e+18
2958,29.58,1.0144e+18
2959,29.59,1.0198e+18
2960,29.6,1.025e+18
2961,29.61,1.0303e+18
2962,29.62,1.0355e+18
2963,29.63,1.0406e+18
2964,29.64,1.0457e+18
2965,29.65,1.0507e+18
2966,29.66,1.0556e+18
2967,29.67,1.0606e+18
2968,29.68,1.0654e+18
2969,29.69,1.0702e+18
2970,29.7,1.0749e+18
2971,29.71,1.0796e+18
2972,29.72,1.0842e+18
2973,29.73,1.0887e+18
2974,29.74,1.0932e+18
2975,29.75,1.0976e+18
2976,29.76,1.102e+18
2977,29.77,1.1062e+18
2978,29.78,1.1104e+18
2979,29.79,1.1145e+18
2980,29.8,1.1186e+18
2981,29.81,1.1226e+18
2982,29.82,1.1264e+18
2983,29.83,1.1303e+18
2984,29.84,1.134e+18
2985,29.85,1.1376e+18
2986,29.86,1.1412e+18
2987,29.87,1.1447e+18
2988,29.88,1.1481e+18
2989,29.89,1.1514e+18
2990,29.9,1.1546e+18
2991,29.91,1.1578e+18
2992,29.92,1.1608e+18
2993,29.93,1.1638e+18
2994,29.94,1.1667e+18
2995,29.95,1.1695e+18
2996,29.96,1.1721e+18
2997,29.97,1.1747e+18
2998,29.98,1.1772e+18
2999,29.99,1.1797e+18
3000,30.0,1.182e+18
3001,30.01,1.1842e+18
3002,30.02,1.1863e+18
3003,30.03,1.1883e+18
3004,30.04,1.1903e+18
3005,30.05,1.1921e+18
3006,30.06,1.1938e+18
3007,30.07,1.1955e+18
3008,30.08,1.197e+18
3009,30.09,1.1984e+18
3010,30.1,1.1998e+18
3011,30.11,1.201e+18
3012,30.12,1.2022e+18
3013,30.13,1.2032e+18
3014,30.14,1.2041e+18
3015,30.15,1.205e+18
3016,30.16,1.2057e+18
3017,30.17,1.2063e+18
3018,30.18,1.2069e+18
